gene_name,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway
KLRC1,ENSG00000134545,3,3,NKG2-A/NKG2-B type II integral membrane protein (CD159 antigen-like family member A) (NK cell receptor A) (NKG2-A/B-activating NK receptor) (CD antigen CD159a),Cell membrane,"lymphocyte;CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;central memory CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature NK T cell;type I NK T cell;gamma-delta T cell;mature gamma-delta T cell;intraepithelial lymphocyte;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 3 innate lymphoid cell",MHC-I
KLRC2,ENSG00000205809,3,3,NKG2-C type II integral membrane protein (CD159 antigen-like family member C) (NK cell receptor C) (NKG2-C-activating NK receptor) (CD antigen CD159c),Cell membrane,"CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature NK T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;intraepithelial lymphocyte;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human",MHC-I
KLRD1,ENSG00000134539,2,2,Natural killer cells antigen CD94 (KP43) (Killer cell lectin-like receptor subfamily D member 1) (NK cell receptor) (CD antigen CD94),Cell membrane,"leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;double negative T regulatory cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human",
KLRF1,ENSG00000150045,3,3,Killer cell lectin-like receptor subfamily F member 1 (Lectin-like receptor F1) (Activating coreceptor NKp80) (C-type lectin domain family 5 member C),Membrane,"leukocyte;mononuclear cell;lymphocyte;CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;gamma-delta T cell;double negative T regulatory cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human",
KLRG1,ENSG00000139187,3,3,Killer cell lectin-like receptor subfamily G member 1 (C-type lectin domain family 15 member A) (ITIM-containing receptor MAFA-L) (MAFA-like receptor) (Mast cell function-associated antigen),Cell membrane,"lymphocyte;T cell;mature alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;memory T cell;double negative T regulatory cell;ILC1, human;group 2 innate lymphoid cell",CDH1
KLRK1,ENSG00000213809,3,3,NKG2-D type II integral membrane protein (Killer cell lectin-like receptor subfamily K member 1) (NK cell receptor D) (NKG2-D-activating NK receptor) (CD antigen CD314),Cell membrane,"leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD8-positive, alpha-beta T cell;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;mature NK T cell;mucosal invariant T cell;gamma-delta T cell;mature T cell;memory T cell;naive T cell;cytotoxic T cell;double negative T regulatory cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;ILC1, human",MHC-I;NKG2D
KMO,ENSG00000117009,3,3,Kynurenine 3-monooxygenase,Mitochondrion outer membrane,lens epithelial cell;anterior lens cell,
KMT2A,ENSG00000118058,3,3,Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A),Nucleus,common lymphoid progenitor,
KMT2D,ENSG00000167548,3,3,Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D),Nucleus,,
KNDC1,ENSG00000171798,3,3,Kinase non-catalytic C-lobe domain-containing protein 1 (KIND domain-containing protein 1) (Cerebral protein 9) (Protein very KIND) (v-KIND) (Ras-GEF domain-containing family member 2),Cell projection,,
KNSTRN,ENSG00000128944,3,3,Small kinetochore-associated protein (SKAP) (Kinetochore-localized astrin-binding protein) (Kinastrin) (Kinetochore-localized astrin/SPAG5-binding protein) (TRAF4-associated factor 1),Nucleus,,
KPNA1,ENSG00000114030,3,3,Importin subunit alpha-5 (Karyopherin subunit alpha-1) (Nucleoprotein interactor 1) (NPI-1) (RAG cohort protein 2) (SRP1-beta),Cytoplasm,,
KPNA2,ENSG00000182481,3,3,Importin subunit alpha-1 (Karyopherin subunit alpha-2) (RAG cohort protein 1) (SRP1-alpha),Cytoplasm,,
KPNA3,ENSG00000102753,3,3,Importin subunit alpha-4 (Importin alpha Q2) (Qip2) (Karyopherin subunit alpha-3) (SRP1-gamma),Cytoplasm,,
KPNA6,ENSG00000025800,3,3,Importin subunit alpha-7 (Karyopherin subunit alpha-6),,,
KPNB1,ENSG00000108424,3,3,Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97),Cytoplasm,pancreatic A cell,
KPRP,ENSG00000203786,3,3,Keratinocyte proline-rich protein (hKPRP),Cytoplasm,,
KRAS,ENSG00000133703,3,3,GTPase KRas,Cell membrane,,
KRT20,ENSG00000171431,2,2,"Keratin, type I cytoskeletal 20 (Cytokeratin-20) (CK-20) (Keratin-20) (K20) (Protein IT)",Cytoplasm,epithelial cell;enterocyte;enterocyte of epithelium of large intestine;enterocyte of colon;enterocyte of epithelium of small intestine;enterocyte of epithelium proper of ileum;type EC enteroendocrine cell;intestine goblet cell;small intestine goblet cell;ileal goblet cell;type L enteroendocrine cell;paneth cell;paneth cell of colon;paneth cell of epithelium of small intestine;M cell of gut;intestinal epithelial cell;epithelial cell of large intestine;colon epithelial cell;epithelial cell of small intestine,
KRTCAP2,ENSG00000163463,3,2,Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2),Endoplasmic reticulum,type II pneumocyte;plasmablast;IgA plasma cell,
KXD1,ENSG00000105700,2,2,KxDL motif-containing protein 1,Lysosome membrane,pancreatic PP cell;PP cell;mast cell;mucosal type mast cell;T cell,
L1CAM,ENSG00000198910,3,3,Neural cell adhesion molecule L1 (N-CAM-L1) (NCAM-L1) (CD antigen CD171),Cell membrane,renal principal cell,CNTN;L1CAM;NCAM
LACC1,ENSG00000179630,3,3,Purine nucleoside phosphorylase LACC1,Cytoplasm,intermediate monocyte,
LACRT,ENSG00000135413,3,3,Extracellular glycoprotein lacritin,Secreted,keratocyte,
LAD1,ENSG00000159166,2,2,Ladinin-1 (Lad-1) (Linear IgA disease antigen) (LADA),Secreted,pancreatic ductal cell;keratinocyte;stratified epithelial cell;epidermal cell,
LAG3,ENSG00000089692,3,3,Lymphocyte activation gene 3 protein (LAG-3) (CD antigen CD223),Secreted,"CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;regulatory T cell;exhausted T cell",
LAIR1,ENSG00000167613,3,3,Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (hLAIR1) (CD antigen CD305),Cell membrane,early lymphoid progenitor;early T lineage precursor,LAIR1
LAIR2,ENSG00000167618,3,3,Leukocyte-associated immunoglobulin-like receptor 2 (LAIR-2) (CD antigen CD306),Secreted,"CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;mature gamma-delta T cell;regulatory T cell;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human",
LAMA3,ENSG00000053747,3,3,Laminin subunit alpha-3 (Epiligrin 170 kDa subunit) (E170) (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha),Secreted,basal cell of epidermis;stem cell of epidermis;epithelial cell;myoepithelial cell;myoepithelial cell of mammary gland;epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;paneth cell of colon;paneth cell of epithelium of small intestine;smooth muscle cell of sphincter of pupil;smooth muscle myoblast;medium spiny neuron,LAMININ
LAMB3,ENSG00000196878,3,3,Laminin subunit beta-3 (Epiligrin subunit bata) (Kalinin B1 chain) (Kalinin subunit beta) (Laminin B1k chain) (Laminin-5 subunit beta) (Nicein subunit beta),Secreted,basal cell of epithelium of bronchus;myoepithelial cell;myoepithelial cell of mammary gland;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;urothelial cell;bladder urothelial cell;epithelial cell of prostate;basal cell of prostate epithelium;basal epithelial cell of tracheobronchial tree;epithelial cell of urethra;bladder cell,LAMININ
LAMC1,ENSG00000135862,2,2,Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma),Secreted,mesenchymal stem cell;skeletal muscle fibroblast;preadipocyte;brown preadipocyte;fibroblast of cardiac tissue;adventitial cell;fibro/adipogenic progenitor cell,LAMININ
LAMC2,ENSG00000058085,1,1,Laminin subunit gamma-2 (Cell-scattering factor 140 kDa subunit) (CSF 140 kDa subunit) (Epiligrin subunit gamma) (Kalinin subunit gamma) (Kalinin/nicein/epiligrin 100 kDa subunit) (Ladsin 140 kDa subunit) (Laminin B2t chain) (Laminin-5 subunit gamma) (Large adhesive scatter factor 140 kDa subunit) (Nicein subunit gamma),Secreted,myoepithelial cell;myoepithelial cell of mammary gland;type I pneumocyte;epithelial cell of uterus;epithelial cell of prostate;basal cell of prostate epithelium;epithelial cell of urethra,LAMININ
LAMP1,ENSG00000185896,4,2,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a),Cell membrane,pancreatic PP cell;PP cell;myeloid leukocyte;myeloid cell,
LAMP2,ENSG00000005893,2,2,Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b),Cell membrane,intrahepatic cholangiocyte;acinar cell of salivary gland;duodenum glandular cell,
LAMP3,ENSG00000078081,2,2,Lysosome-associated membrane glycoprotein 3 (LAMP-3) (Lysosomal-associated membrane protein 3) (DC-lysosome-associated membrane glycoprotein) (DC LAMP) (Protein TSC403) (CD antigen CD208),Cell surface,"epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;Langerhans cell;myeloid dendritic cell, human;lung secretory cell",
LANCL1,ENSG00000115365,3,3,Glutathione S-transferase LANCL1,Cytoplasm,neuron associated cell;glial cell;macroglial cell;oligodendrocyte,
LANCL2,ENSG00000132434,2,2,LanC-like protein 2 (Testis-specific adriamycin sensitivity protein),Nucleus,theca cell,
LAPTM4B,ENSG00000104341,3,2,Lysosomal-associated transmembrane protein 4B (Lysosome-associated transmembrane protein 4-beta),Endomembrane system,epithelial cell of alveolus of lung;pneumocyte;fallopian tube secretory epithelial cell;granulosa cell;epithelial cell of uterus;ovarian surface epithelial cell;Leydig cell;hematopoietic multipotent progenitor cell;retinal cone cell;interstitial cell of ovary,
LARP4,ENSG00000161813,3,3,La-related protein 4 (La ribonucleoprotein domain family member 4),Cytoplasm,,
LARP4B,ENSG00000107929,3,3,La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5),Cytoplasm,,
LASP1,ENSG00000002834,3,3,LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50),Cytoplasm,,
LAT,ENSG00000213658,3,3,Linker for activation of T-cells family member 1 (36 kDa phosphotyrosine adapter protein) (pp36) (p36-38),Cell membrane,"platelet;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T-helper 17 cell;T-helper 22 cell;T follicular helper cell;activated CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;gamma-delta T cell;mature T cell;regulatory T cell;exhausted T cell;group 2 innate lymphoid cell;megakaryocyte",
LATS1,ENSG00000131023,3,3,Serine/threonine-protein kinase LATS1,Cytoplasm,,
LATS2,ENSG00000150457,3,3,Serine/threonine-protein kinase LATS2,Cytoplasm,,
LBH,ENSG00000213626,3,3,Protein LBH (hLBH) (Limb bud and heart development protein homolog),Nucleus,"ciliated epithelial cell;multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;smooth muscle cell;vascular associated smooth muscle cell;myometrial cell;naive regulatory T cell;naive thymus-derived CD8-positive, alpha-beta T cell;retinal cone cell;pulmonary interstitial fibroblast;bronchus fibroblast of lung",
LBP,ENSG00000129988,1,1,Lipopolysaccharide-binding protein (LBP),Secreted,hepatic stellate cell,
LBX1,ENSG00000138136,3,3,Transcription factor LBX1 (Ladybird homeobox protein homolog 1),Nucleus,,
LCAT,ENSG00000213398,3,3,Phosphatidylcholine-sterol acyltransferase,Secreted,,
LCK,ENSG00000182866,3,3,Tyrosine-protein kinase Lck,Cell membrane,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T-helper 2 cell;T-helper 17 cell;T-helper 22 cell;naive regulatory T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mucosal invariant T cell;gamma-delta T cell;mature T cell;regulatory T cell;exhausted T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;DN4 thymocyte;double negative T regulatory cell",LCK
LDB3,ENSG00000122367,3,3,LIM domain-binding protein 3 (Protein cypher) (Z-band alternatively spliced PDZ-motif protein),Cytoplasm,muscle cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;skeletal muscle fiber;slow muscle cell;fast muscle cell;cell of skeletal muscle;muscle precursor cell;smooth muscle myoblast;cardiac muscle myoblast;renal interstitial pericyte,
LDHA,ENSG00000134333,3,2,L-lactate dehydrogenase A chain (LDH-A),Cytoplasm,"pancreatic D cell;myometrial cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;rod bipolar cell;glycinergic neuron",
LDLR,ENSG00000130164,3,3,Low-density lipoprotein receptor (LDL receptor),Cell membrane,paneth cell of epithelium of small intestine;duodenum glandular cell;cortical cell of adrenal gland;serous cell of epithelium of trachea,
LDLRAD4,ENSG00000168675,2,2,Low-density lipoprotein receptor class A domain-containing protein 4,Early endosome membrane,ependymal cell;choroid plexus epithelial cell;epithelial cell of sweat gland;central nervous system macrophage;immature innate lymphoid cell,
LEF1,ENSG00000138795,2,2,Lymphoid enhancer-binding factor 1 (LEF-1) (T cell-specific transcription factor 1-alpha) (TCF1-alpha),Nucleus,"T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;naive T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;late pro-B cell;neuron",
LENG8,ENSG00000167615,3,3,Leukocyte receptor cluster member 8,,,
LEP,ENSG00000174697,3,3,Leptin (Obese protein) (Obesity factor),Secreted,fat cell;epicardial adipocyte,LEP
LEPR,ENSG00000116678,2,2,Leptin receptor (LEP-R) (HuB219) (OB receptor) (OB-R) (CD antigen CD295),Cell membrane,endothelial cell of uterus;endocardial cell;keratocyte;reticular cell,LEP
LEPROTL1,ENSG00000104660,2,2,Leptin receptor overlapping transcript-like 1 (Endospanin-2),Membrane,"lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T-helper 1 cell;T-helper 22 cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD4-positive, alpha-beta T cell;effector CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;mature T cell;memory T cell;regulatory T cell;naive T cell;DN3 thymocyte;DN1 thymic pro-T cell",
LGALS13,ENSG00000105198,3,3,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Cytoplasm,,
LGALS14,ENSG00000006659,3,3,Placental protein 13-like (Charcot-Leyden crystal protein 2) (CLC2) (Galectin-14) (Gal-14),Nucleus,,
LGALS8,ENSG00000116977,3,3,Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1),Cytoplasmic vesicle,,
LGALS9,ENSG00000168961,3,3,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),Cytoplasm,"dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;erythroid progenitor cell, mammalian;pre-conventional dendritic cell",GALECTIN
LGALSL,ENSG00000119862,2,2,Galectin-related protein (Galectin-like protein) (Lectin galactoside-binding-like protein),,keratinocyte;epidermal cell,
LGMN,ENSG00000100600,3,2,Legumain,Lysosome,pancreatic PP cell;PP cell;macrophage;elicited macrophage;alternatively activated macrophage;Kupffer cell;colon macrophage;Hofbauer cell;intermediate monocyte;immature innate lymphoid cell,
LGR4,ENSG00000205213,3,3,Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48),Cell membrane,renal beta-intercalated cell,
LGR5,ENSG00000139292,3,3,Leucine-rich repeat-containing G-protein coupled receptor 5 (G-protein coupled receptor 49) (G-protein coupled receptor 67) (G-protein coupled receptor HG38),Cell membrane,stem cell;intestinal crypt stem cell;intestinal crypt stem cell of large intestine;intestinal crypt stem cell of small intestine;intestinal crypt stem cell of colon;neuron,
LGR6,ENSG00000133067,3,3,Leucine-rich repeat-containing G-protein coupled receptor 6,Cell membrane,tracheobronchial smooth muscle cell;bronchial smooth muscle cell;astrocyte;renal interstitial pericyte,
LHCGR,ENSG00000138039,3,3,Lutropin-choriogonadotropic hormone receptor (LH/CG-R) (Luteinizing hormone receptor) (LHR) (LSH-R),Cell membrane,,LHB
LIF,ENSG00000128342,3,3,Leukemia inhibitory factor (LIF) (Differentiation-stimulating factor) (D factor) (Melanoma-derived LPL inhibitor) (MLPLI) (Emfilermin),Secreted,smooth muscle cell of prostate;mast cell;mucosal type mast cell;group 2 innate lymphoid cell;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast,LIFR
LIFR,ENSG00000113594,2,2,Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (CD antigen CD118),Secreted,retinal blood vessel endothelial cell;kidney capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;endothelial cell of uterus;trophoblast giant cell;Bergmann glial cell;hepatic stellate cell,LIFR;OSM
LIG3,ENSG00000005156,3,3,DNA ligase 3,Nucleus,,
LIG4,ENSG00000174405,3,3,DNA ligase 4,Nucleus,,
LILRA1,ENSG00000104974,3,3,Leukocyte immunoglobulin-like receptor subfamily A member 1 (CD85 antigen-like family member I) (Leukocyte immunoglobulin-like receptor 6) (LIR-6) (CD antigen CD85i),Membrane,non-classical monocyte;mature NK T cell,
LILRA2,ENSG00000239998,3,3,Leukocyte immunoglobulin-like receptor subfamily A member 2 (CD85 antigen-like family member H) (Immunoglobulin-like transcript 1) (ILT-1) (Leukocyte immunoglobulin-like receptor 7) (LIR-7) (CD antigen CD85h),Cell membrane,"classical monocyte;hematopoietic cell;granulocyte;leukocyte;myeloid leukocyte;monocyte;non-classical monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;mature NK T cell;myeloid cell;promonocyte;myelocyte",
LILRA4,ENSG00000239961,3,3,Leukocyte immunoglobulin-like receptor subfamily A member 4 (CD85 antigen-like family member G) (Immunoglobulin-like transcript 7) (ILT-7) (CD antigen CD85g),Cell membrane,"dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;unswitched memory B cell;follicular B cell;transitional stage B cell;common dendritic progenitor",
LILRA5,ENSG00000187116,3,3,Leukocyte immunoglobulin-like receptor subfamily A member 5 (CD85 antigen-like family member F) (Immunoglobulin-like transcript 11) (ILT-11) (Leukocyte immunoglobulin-like receptor 9) (LIR-9) (CD antigen CD85f),Cell membrane,"phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;blood cell;granulocyte;neutrophil;immature neutrophil;leukocyte;Langerhans cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;mononuclear cell;mature NK T cell;myeloid cell",
LILRA6,ENSG00000244482,3,3,Leukocyte immunoglobulin-like receptor subfamily A member 6 (Immunoglobulin-like transcript 8) (ILT-8) (Leukocyte Ig-like receptor),Membrane,,
LILRB1,ENSG00000104972,3,3,Leukocyte immunoglobulin-like receptor subfamily B member 1 (LIR-1) (Leukocyte immunoglobulin-like receptor 1) (CD85 antigen-like family member J) (Immunoglobulin-like transcript 2) (ILT-2) (Monocyte/macrophage immunoglobulin-like receptor 7) (MIR-7) (CD antigen CD85j),Cell membrane,"myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;mature NK T cell;myeloid cell",MHC-I
LILRB2,ENSG00000131042,3,3,Leukocyte immunoglobulin-like receptor subfamily B member 2 (LIR-2) (Leukocyte immunoglobulin-like receptor 2) (CD85 antigen-like family member D) (Immunoglobulin-like transcript 4) (ILT-4) (Monocyte/macrophage immunoglobulin-like receptor 10) (MIR-10) (CD antigen CD85d),Cell membrane,"phagocyte;colon macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;leukocyte;dendritic cell;conventional dendritic cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;mononuclear cell;mature NK T cell;peripheral blood mononuclear cell;myeloid cell",MHC-I
LILRB3,ENSG00000204577,3,3,Leukocyte immunoglobulin-like receptor subfamily B member 3 (LIR-3) (Leukocyte immunoglobulin-like receptor 3) (CD85 antigen-like family member A) (Immunoglobulin-like transcript 5) (ILT-5) (Monocyte inhibitory receptor HL9) (CD antigen CD85a),Cell membrane,"phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;blood cell;granulocyte;neutrophil;immature neutrophil;myeloid leukocyte;monocyte;CD14-positive monocyte;intermediate monocyte;myeloid cell",
LILRB4,ENSG00000186818,2,2,Leukocyte immunoglobulin-like receptor subfamily B member 4 (B4) (CD85 antigen-like family member K) (Immunoglobulin-like transcript 3) (ILT-3) (Leukocyte immunoglobulin-like receptor 5) (LIR-5) (Monocyte inhibitory receptor HM18) (CD antigen CD85k),Cell membrane,"alternatively activated macrophage;professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;plasmablast",LAIR1
LILRB5,ENSG00000105609,3,3,Leukocyte immunoglobulin-like receptor subfamily B member 5 (CD85 antigen-like family member C) (Leukocyte immunoglobulin-like receptor 8) (LIR-8) (CD antigen CD85c),Membrane,alternatively activated macrophage;colon macrophage,
LIM2,ENSG00000105370,3,3,Lens fiber membrane intrinsic protein (MP18) (MP19) (MP20),Membrane,,
LIMK1,ENSG00000106683,3,3,LIM domain kinase 1 (LIMK-1),Cytoplasm,,
LIN28A,ENSG00000131914,3,3,Protein lin-28 homolog A (Lin-28A) (Zinc finger CCHC domain-containing protein 1),Cytoplasm,,
